Source,Target,t,Type
123,253,825200,Undirected
211,213,825200,Undirected
120,987,825220,Undirected
123,253,825220,Undirected
211,213,825220,Undirected
56,132,825240,Undirected
211,213,825240,Undirected
205,311,825260,Undirected
56,132,825260,Undirected
211,213,825260,Undirected
205,311,825280,Undirected
56,132,825280,Undirected
211,213,825280,Undirected
56,132,825300,Undirected
211,213,825300,Undirected
153,987,825320,Undirected
211,213,825320,Undirected
211,213,825340,Undirected
211,213,825360,Undirected
211,265,825520,Undirected
153,492,825580,Undirected
153,601,825600,Undirected
153,492,825600,Undirected
211,496,825640,Undirected
153,601,825640,Undirected
153,492,825640,Undirected
205,223,825660,Undirected
223,662,825720,Undirected
223,253,825800,Undirected
123,253,825800,Undirected
123,223,825800,Undirected
123,253,825860,Undirected
79,222,826000,Undirected
79,154,826020,Undirected
123,253,826020,Undirected
79,222,826080,Undirected
123,253,826080,Undirected
79,222,826120,Undirected
79,222,826140,Undirected
79,222,826160,Undirected
79,222,826180,Undirected
79,222,826200,Undirected
79,222,826220,Undirected
79,222,826240,Undirected
123,253,826260,Undirected
123,253,826300,Undirected
79,222,826340,Undirected
79,222,826360,Undirected
123,253,826560,Undirected
123,253,826620,Undirected
123,253,826640,Undirected
123,253,826660,Undirected
123,253,826680,Undirected
123,253,826700,Undirected
123,253,826720,Undirected
123,253,826760,Undirected
119,275,826840,Undirected
119,275,826860,Undirected
123,253,826880,Undirected
123,253,826940,Undirected
123,253,827000,Undirected
123,253,827100,Undirected
123,253,827220,Undirected
21,101,827240,Undirected
123,253,827240,Undirected
21,101,827260,Undirected
123,253,827260,Undirected
184,751,827280,Undirected
123,253,827280,Undirected
21,29,827300,Undirected
184,751,827300,Undirected
21,101,827300,Undirected
184,751,827320,Undirected
21,101,827340,Undirected
253,255,827380,Undirected
123,255,827380,Undirected
21,253,827400,Undirected
21,101,827400,Undirected
101,253,827400,Undirected
21,101,827420,Undirected
662,819,827660,Undirected
662,819,827680,Undirected
662,819,827700,Undirected
778,875,827760,Undirected
778,875,827780,Undirected
778,875,827800,Undirected
662,819,827800,Undirected
778,875,827820,Undirected
662,819,827840,Undirected
50,80,827840,Undirected
778,875,827840,Undirected
50,80,827860,Undirected
662,819,827860,Undirected
778,875,827860,Undirected
778,875,827880,Undirected
50,80,827880,Undirected
179,804,827900,Undirected
50,80,827900,Undirected
662,819,827900,Undirected
778,875,827900,Undirected
179,804,827920,Undirected
50,80,827920,Undirected
662,819,827920,Undirected
778,875,827920,Undirected
50,80,827940,Undirected
662,819,827940,Undirected
778,875,827940,Undirected
778,875,827960,Undirected
50,80,827960,Undirected
778,875,827980,Undirected
819,987,828020,Undirected
179,804,828040,Undirected
120,987,828080,Undirected
50,80,828200,Undirected
50,80,828220,Undirected
123,172,828240,Undirected
21,101,828420,Undirected
21,101,828440,Undirected
21,101,828460,Undirected
80,102,828500,Undirected
50,102,828500,Undirected
80,102,828520,Undirected
50,102,828520,Undirected
50,102,828540,Undirected
50,102,828560,Undirected
50,80,828580,Undirected
50,80,828600,Undirected
50,80,828740,Undirected
196,533,828920,Undirected
120,172,829080,Undirected
50,80,829300,Undirected
50,80,829340,Undirected
50,80,829360,Undirected
122,153,829420,Undirected
122,153,829440,Undirected
50,80,829640,Undirected
267,496,829780,Undirected
119,804,829920,Undirected
119,804,829940,Undirected
122,153,830000,Undirected
122,153,830020,Undirected
120,172,830200,Undirected
122,153,830640,Undirected
101,179,830660,Undirected
101,179,830680,Undirected
101,179,830740,Undirected
153,271,830740,Undirected
101,179,830760,Undirected
101,179,830780,Undirected
153,271,830780,Undirected
101,179,830800,Undirected
56,132,830800,Undirected
101,179,830820,Undirected
101,179,830840,Undirected
50,762,830840,Undirected
101,179,830860,Undirected
50,762,830860,Undirected
101,179,830880,Undirected
50,762,830900,Undirected
271,492,830920,Undirected
101,179,830920,Undirected
271,492,830940,Undirected
101,179,830940,Undirected
271,492,830960,Undirected
101,179,830960,Undirected
271,492,830980,Undirected
271,492,831000,Undirected
271,492,831020,Undirected
101,179,831020,Undirected
271,492,831040,Undirected
101,179,831040,Undirected
271,492,831060,Undirected
101,179,831060,Undirected
271,492,831080,Undirected
101,179,831080,Undirected
101,179,831100,Undirected
150,499,831100,Undirected
271,492,831100,Undirected
120,819,831100,Undirected
120,172,831100,Undirected
271,492,831120,Undirected
120,819,831120,Undirected
101,179,831120,Undirected
101,179,831140,Undirected
271,492,831160,Undirected
101,179,831160,Undirected
271,492,831180,Undirected
101,179,831180,Undirected
271,492,831200,Undirected
101,179,831200,Undirected
311,662,831200,Undirected
101,179,831220,Undirected
101,179,831240,Undirected
150,499,831240,Undirected
271,492,831260,Undirected
101,179,831260,Undirected
271,492,831280,Undirected
101,179,831280,Undirected
101,179,831300,Undirected
222,267,831300,Undirected
101,179,831320,Undirected
101,179,831340,Undirected
271,492,831360,Undirected
101,179,831360,Undirected
120,819,831380,Undirected
101,179,831380,Undirected
150,499,831400,Undirected
101,179,831400,Undirected
101,179,831420,Undirected
101,179,831440,Undirected
101,179,831460,Undirected
271,492,831480,Undirected
222,267,831480,Undirected
271,492,831500,Undirected
101,179,831500,Undirected
271,492,831520,Undirected
101,179,831520,Undirected
271,492,831540,Undirected
101,179,831540,Undirected
271,492,831560,Undirected
101,179,831560,Undirected
271,492,831580,Undirected
101,179,831580,Undirected
271,492,831600,Undirected
101,179,831600,Undirected
271,492,831620,Undirected
101,179,831620,Undirected
29,123,831620,Undirected
101,179,831640,Undirected
271,492,831680,Undirected
222,267,831680,Undirected
271,492,831700,Undirected
150,153,831700,Undirected
271,492,831720,Undirected
271,492,831740,Undirected
271,492,831760,Undirected
101,179,831840,Undirected
122,154,831840,Undirected
271,492,831840,Undirected
122,154,831860,Undirected
101,179,831860,Undirected
122,154,831940,Undirected
122,154,832140,Undirected
804,875,832280,Undirected
79,196,832320,Undirected
153,271,832380,Undirected
153,271,832400,Undirected
481,709,832420,Undirected
153,271,832420,Undirected
153,271,832440,Undirected
153,271,832460,Undirected
153,271,832480,Undirected
533,601,832560,Undirected
154,709,833260,Undirected
154,709,833280,Undirected
154,533,833280,Undirected
271,533,833280,Undirected
95,662,833460,Undirected
95,662,833540,Undirected
95,662,833560,Undirected
95,662,833600,Undirected
95,662,833620,Undirected
150,271,833640,Undirected
95,662,833640,Undirected
150,271,833660,Undirected
95,662,833660,Undirected
150,271,833680,Undirected
95,662,833680,Undirected
150,271,833700,Undirected
95,662,833700,Undirected
150,271,833720,Undirected
95,662,833720,Undirected
150,271,833740,Undirected
95,662,833740,Undirected
150,271,833760,Undirected
150,271,833780,Undirected
150,271,833800,Undirected
95,662,833800,Undirected
153,492,834640,Undirected
150,271,835500,Undirected
150,271,835520,Undirected
150,271,835540,Undirected
150,271,835560,Undirected
150,271,835580,Undirected
150,271,835600,Undirected
150,271,835620,Undirected
150,271,835660,Undirected
150,271,835680,Undirected
150,271,835700,Undirected
150,271,835720,Undirected
211,213,835800,Undirected
311,662,835880,Undirected
311,662,835900,Undirected
311,662,835920,Undirected
311,662,835960,Undirected
211,662,835980,Undirected
211,311,836000,Undirected
205,662,836100,Undirected
205,662,836120,Undirected
205,662,836140,Undirected
154,492,836600,Undirected
153,271,836600,Undirected
153,271,836660,Undirected
154,271,836680,Undirected
122,533,836760,Undirected
122,533,836780,Undirected
122,154,836820,Undirected
122,154,836840,Undirected
122,154,836880,Undirected
95,253,836980,Undirected
122,154,836980,Undirected
95,253,837000,Undirected
123,253,837040,Undirected
311,662,837080,Undirected
223,311,837080,Undirected
223,662,837080,Undirected
205,311,837100,Undirected
223,311,837120,Undirected
223,311,837140,Undirected
122,154,837380,Undirected
123,253,837500,Undirected
123,253,837560,Undirected
164,603,837860,Undirected
268,778,837880,Undirected
164,603,838000,Undirected
153,492,838080,Undirected
122,153,838080,Undirected
122,153,838100,Undirected
153,492,838180,Undirected
153,492,838200,Undirected
56,132,838580,Undirected
95,222,838640,Undirected
95,222,838660,Undirected
95,222,838680,Undirected
268,778,838700,Undirected
95,222,838700,Undirected
268,778,838740,Undirected
268,778,838780,Undirected
268,778,838800,Undirected
95,222,838800,Undirected
95,222,838820,Undirected
95,222,838840,Undirected
95,222,838900,Undirected
95,222,838940,Undirected
95,222,839000,Undirected
95,222,839060,Undirected
56,132,839160,Undirected
164,603,839220,Undirected
56,132,839280,Undirected
50,804,839340,Undirected
119,804,839400,Undirected
56,132,839620,Undirected
211,335,839660,Undirected
271,492,839900,Undirected
271,492,839920,Undirected
164,603,839920,Undirected
271,492,839940,Undirected
271,492,839960,Undirected
271,492,839980,Undirected
164,603,840040,Undirected
222,267,840120,Undirected
119,804,840320,Undirected
39,119,840360,Undirected
39,119,840380,Undirected
39,119,840460,Undirected
39,119,840480,Undirected
153,271,841160,Undirected
153,492,841200,Undirected
153,271,841220,Undirected
164,603,841740,Undirected
21,101,841940,Undirected
164,603,841960,Undirected
21,101,841960,Undirected
179,209,841980,Undirected
17,102,842000,Undirected
179,209,842000,Undirected
17,102,842020,Undirected
179,209,842020,Undirected
17,102,842060,Undirected
56,132,842060,Undirected
17,102,842080,Undirected
56,132,842080,Undirected
56,132,842120,Undirected
56,132,842140,Undirected
56,132,842160,Undirected
56,132,842200,Undirected
56,132,842340,Undirected
56,132,842460,Undirected
56,132,842480,Undirected
153,271,842500,Undirected
154,271,842520,Undirected
56,132,842520,Undirected
153,271,842520,Undirected
205,311,842540,Undirected
122,154,842560,Undirected
56,132,842560,Undirected
122,271,842580,Undirected
122,154,842580,Undirected
122,154,842620,Undirected
56,132,842620,Undirected
122,154,842640,Undirected
56,132,842660,Undirected
56,132,842680,Undirected
56,132,842700,Undirected
56,132,842740,Undirected
56,132,842760,Undirected
56,132,842800,Undirected
56,132,842820,Undirected
271,492,842840,Undirected
271,492,842860,Undirected
56,132,842860,Undirected
271,492,842880,Undirected
56,132,842880,Undirected
271,492,842900,Undirected
271,492,842920,Undirected
271,492,842940,Undirected
56,132,842940,Undirected
271,492,842960,Undirected
271,492,842980,Undirected
271,492,843000,Undirected
56,132,843000,Undirected
271,492,843020,Undirected
271,492,843040,Undirected
56,132,843040,Undirected
271,492,843060,Undirected
271,492,843080,Undirected
271,492,843240,Undirected
123,253,843240,Undirected
268,804,843280,Undirected
268,804,843300,Undirected
271,492,843320,Undirected
268,804,843320,Undirected
268,804,843340,Undirected
268,804,843400,Undirected
271,492,843420,Undirected
268,804,843420,Undirected
268,804,843440,Undirected
268,804,843460,Undirected
211,804,843480,Undirected
268,804,843480,Undirected
211,804,843500,Undirected
271,492,843560,Undirected
271,492,843580,Undirected
271,492,843640,Undirected
271,492,843660,Undirected
271,492,843680,Undirected
271,492,843720,Undirected
211,213,843720,Undirected
56,132,843740,Undirected
56,132,843760,Undirected
271,492,843880,Undirected
271,492,843940,Undirected
271,492,843960,Undirected
271,492,843980,Undirected
271,492,844000,Undirected
271,492,844020,Undirected
56,132,844020,Undirected
271,492,844060,Undirected
56,132,844060,Undirected
164,603,844640,Undirected
164,603,844660,Undirected
271,492,845940,Undirected
150,499,894300,Undirected
150,533,895280,Undirected
240,938,895400,Undirected
150,533,895680,Undirected
56,102,895800,Undirected
119,804,896000,Undirected
119,804,896020,Undirected
119,804,896040,Undirected
39,819,896040,Undirected
150,533,896060,Undirected
119,804,896080,Undirected
119,804,896100,Undirected
39,779,896280,Undirected
39,779,896320,Undirected
39,779,896360,Undirected
39,779,896420,Undirected
39,779,896440,Undirected
39,779,896560,Undirected
113,779,896580,Undirected
39,113,896580,Undirected
273,826,896720,Undirected
39,819,896740,Undirected
39,662,896740,Undirected
779,819,896740,Undirected
779,819,896780,Undirected
662,779,896860,Undirected
662,779,896880,Undirected
779,819,896880,Undirected
779,819,896900,Undirected
779,819,896920,Undirected
153,271,897200,Undirected
779,819,897200,Undirected
205,662,897220,Undirected
153,271,897220,Undirected
779,819,897260,Undirected
779,819,897280,Undirected
113,194,897300,Undirected
779,819,897300,Undirected
113,194,897320,Undirected
113,194,897340,Undirected
779,819,897340,Undirected
184,273,897460,Undirected
113,194,897540,Undirected
113,194,897560,Undirected
113,194,897600,Undirected
56,132,897660,Undirected
50,102,897660,Undirected
113,194,897700,Undirected
56,132,897780,Undirected
95,939,897820,Undirected
39,123,897820,Undirected
95,939,897840,Undirected
39,123,897840,Undirected
56,132,897840,Undirected
56,132,897860,Undirected
56,132,897880,Undirected
56,132,897900,Undirected
63,481,897900,Undirected
194,939,897920,Undirected
56,132,897920,Undirected
63,481,897920,Undirected
95,194,897940,Undirected
56,132,897960,Undirected
87,265,897980,Undirected
35,265,897980,Undirected
87,265,898000,Undirected
56,132,898000,Undirected
87,265,898020,Undirected
50,285,898060,Undirected
56,132,898100,Undirected
56,132,898120,Undirected
172,779,898120,Undirected
56,132,898140,Undirected
63,481,898140,Undirected
56,132,898160,Undirected
56,132,898200,Undirected
56,132,898220,Undirected
63,481,898220,Undirected
56,132,898260,Undirected
268,804,898260,Undirected
63,481,898260,Undirected
268,804,898280,Undirected
63,481,898280,Undirected
56,132,898300,Undirected
268,804,898300,Undirected
63,481,898300,Undirected
56,132,898320,Undirected
268,804,898320,Undirected
63,481,898320,Undirected
268,804,898340,Undirected
56,132,898360,Undirected
63,481,898360,Undirected
56,132,898380,Undirected
63,481,898380,Undirected
63,481,898420,Undirected
63,481,898500,Undirected
63,481,898520,Undirected
63,481,898540,Undirected
63,481,898560,Undirected
63,481,898580,Undirected
63,481,898600,Undirected
56,132,898620,Undirected
63,481,898620,Undirected
63,481,898640,Undirected
63,481,898660,Undirected
63,481,898680,Undirected
63,481,898700,Undirected
63,481,898720,Undirected
63,481,898740,Undirected
119,804,898760,Undirected
63,481,898760,Undirected
63,481,898780,Undirected
63,481,898800,Undirected
63,481,898820,Undirected
63,481,898840,Undirected
63,481,898860,Undirected
63,481,898880,Undirected
63,481,898900,Undirected
63,481,898920,Undirected
63,481,898940,Undirected
184,751,898960,Undirected
63,481,898960,Undirected
63,481,898980,Undirected
184,751,899000,Undirected
184,751,899020,Undirected
184,751,899040,Undirected
184,751,899060,Undirected
184,751,899080,Undirected
184,751,899100,Undirected
184,751,899120,Undirected
184,751,899140,Undirected
184,751,899160,Undirected
184,751,899180,Undirected
184,751,899200,Undirected
184,751,899220,Undirected
63,481,899220,Undirected
311,939,899240,Undirected
184,751,899240,Undirected
311,939,899260,Undirected
184,751,899260,Undirected
311,939,899280,Undirected
184,751,899280,Undirected
184,751,899300,Undirected
63,481,899320,Undirected
285,431,899320,Undirected
184,751,899320,Undirected
80,102,899340,Undirected
184,751,899340,Undirected
184,751,899360,Undirected
184,751,899380,Undirected
285,875,899380,Undirected
184,751,899400,Undirected
184,751,899420,Undirected
285,875,899420,Undirected
285,875,899440,Undirected
285,875,899460,Undirected
285,875,899480,Undirected
481,709,899480,Undirected
285,875,899500,Undirected
265,826,899520,Undirected
184,751,899520,Undirected
285,875,899520,Undirected
184,751,899560,Undirected
265,826,899580,Undirected
122,154,899580,Undirected
122,154,899600,Undirected
285,875,899600,Undirected
265,826,899620,Undirected
122,154,899620,Undirected
285,875,899620,Undirected
122,154,899640,Undirected
285,875,899640,Undirected
240,804,899660,Undirected
113,939,899660,Undirected
113,939,899680,Undirected
265,431,899680,Undirected
265,431,899700,Undirected
285,875,899700,Undirected
113,939,899720,Undirected
285,875,899720,Undirected
113,939,899740,Undirected
285,875,899740,Undirected
113,939,899760,Undirected
285,875,899760,Undirected
113,939,899780,Undirected
113,939,899800,Undirected
265,285,899820,Undirected
113,939,899820,Undirected
122,154,899900,Undirected
122,154,899920,Undirected
122,154,899940,Undirected
63,481,899980,Undirected
265,826,900040,Undirected
184,751,900140,Undirected
184,751,900160,Undirected
184,751,900180,Undirected
184,751,900200,Undirected
184,751,900220,Undirected
184,751,900240,Undirected
184,751,900260,Undirected
184,751,900280,Undirected
184,751,900320,Undirected
184,751,900360,Undirected
273,826,900360,Undirected
63,499,900720,Undirected
39,123,900740,Undirected
123,172,900740,Undirected
63,87,900820,Undirected
285,431,900840,Undirected
39,123,900860,Undirected
39,496,900900,Undirected
39,496,900920,Undirected
39,496,900940,Undirected
63,481,901040,Undirected
29,39,901060,Undirected
113,194,901140,Undirected
79,123,901140,Undirected
123,253,901180,Undirected
123,253,901200,Undirected
63,153,901220,Undirected
63,153,901240,Undirected
79,253,901280,Undirected
123,253,901280,Undirected
79,253,901300,Undirected
63,153,901480,Undirected
134,784,901500,Undirected
134,784,901520,Undirected
134,784,901540,Undirected
134,784,901580,Undirected
134,784,901620,Undirected
134,784,901640,Undirected
35,778,901640,Undirected
134,784,901680,Undirected
134,784,901700,Undirected
134,784,901720,Undirected
134,784,901760,Undirected
285,875,901780,Undirected
134,784,901780,Undirected
134,784,901800,Undirected
134,784,901820,Undirected
134,784,901840,Undirected
63,153,901840,Undirected
134,784,901860,Undirected
63,153,901860,Undirected
134,784,901880,Undirected
134,784,901900,Undirected
285,875,901920,Undirected
63,153,901920,Undirected
63,153,901940,Undirected
79,253,901940,Undirected
134,784,901960,Undirected
63,153,901960,Undirected
134,784,901980,Undirected
63,153,901980,Undirected
63,153,902000,Undirected
285,875,902020,Undirected
63,153,902020,Undirected
79,253,902040,Undirected
63,153,902040,Undirected
63,153,902060,Undirected
79,253,902060,Undirected
285,875,902080,Undirected
63,153,902080,Undirected
123,253,902080,Undirected
743,826,902100,Undirected
285,875,902100,Undirected
285,875,902120,Undirected
285,875,902140,Undirected
285,875,902160,Undirected
285,875,902180,Undirected
285,875,902200,Undirected
79,253,902200,Undirected
79,123,902240,Undirected
79,123,902260,Undirected
79,123,902280,Undirected
29,39,902280,Undirected
79,123,902300,Undirected
79,123,902320,Undirected
79,123,902340,Undirected
79,123,902400,Undirected
123,253,902560,Undirected
123,253,902880,Undirected
123,253,902940,Undirected
123,253,902960,Undirected
123,253,903020,Undirected
123,253,903040,Undirected
123,253,903060,Undirected
123,253,903080,Undirected
123,253,903100,Undirected
123,253,903120,Undirected
123,253,903140,Undirected
123,253,903160,Undirected
123,253,903180,Undirected
132,603,903200,Undirected
123,253,903200,Undirected
123,253,903220,Undirected
123,253,903240,Undirected
123,253,903260,Undirected
123,253,903280,Undirected
153,271,903300,Undirected
123,253,903300,Undirected
153,271,903320,Undirected
123,253,903320,Undirected
153,271,903340,Undirected
123,253,903340,Undirected
184,751,903360,Undirected
153,271,903360,Undirected
123,253,903360,Undirected
184,751,903380,Undirected
153,271,903380,Undirected
123,253,903380,Undirected
123,253,903400,Undirected
123,253,903420,Undirected
123,253,903440,Undirected
184,751,903460,Undirected
123,253,903460,Undirected
184,751,903480,Undirected
123,253,903480,Undirected
35,743,903500,Undirected
123,253,903500,Undirected
123,253,903520,Undirected
184,751,903540,Undirected
123,253,903540,Undirected
184,751,903560,Undirected
123,253,903560,Undirected
184,751,903580,Undirected
123,253,903580,Undirected
184,751,903600,Undirected
123,253,903600,Undirected
184,751,903620,Undirected
123,253,903620,Undirected
184,751,903640,Undirected
123,253,903640,Undirected
184,751,903660,Undirected
123,253,903660,Undirected
184,751,903680,Undirected
123,253,903680,Undirected
123,253,903700,Undirected
184,751,903700,Undirected
123,253,903720,Undirected
184,751,903720,Undirected
123,253,903740,Undirected
184,751,903740,Undirected
184,751,903760,Undirected
123,253,903760,Undirected
184,751,903780,Undirected
123,253,903780,Undirected
184,751,903800,Undirected
123,253,903800,Undirected
123,253,903820,Undirected
240,804,903820,Undirected
184,751,903820,Undirected
240,804,903840,Undirected
240,804,903860,Undirected
184,751,903860,Undirected
184,751,903880,Undirected
184,751,903900,Undirected
184,751,903920,Undirected
123,253,903920,Undirected
123,253,903940,Undirected
123,253,903960,Undirected
119,804,903960,Undirected
123,253,903980,Undirected
119,804,903980,Undirected
105,779,904000,Undirected
123,253,904000,Undirected
184,751,904000,Undirected
184,751,904020,Undirected
123,253,904020,Undirected
184,751,904040,Undirected
184,751,904060,Undirected
184,751,904120,Undirected
123,253,904120,Undirected
123,253,904140,Undirected
123,253,904160,Undirected
123,253,904180,Undirected
119,804,904200,Undirected
123,253,904200,Undirected
123,253,904220,Undirected
123,253,904240,Undirected
273,778,904260,Undirected
123,253,904260,Undirected
273,778,904280,Undirected
123,253,904280,Undirected
273,778,904300,Undirected
123,253,904300,Undirected
273,778,904320,Undirected
123,253,904320,Undirected
273,778,904340,Undirected
123,253,904340,Undirected
273,778,904360,Undirected
123,253,904360,Undirected
123,253,904380,Undirected
123,253,904460,Undirected
123,253,904480,Undirected
123,253,904500,Undirected
123,253,904520,Undirected
123,253,904540,Undirected
123,253,904560,Undirected
123,253,904580,Undirected
123,253,904600,Undirected
119,240,904620,Undirected
123,253,904620,Undirected
119,240,904640,Undirected
119,240,904660,Undirected
119,240,904680,Undirected
123,253,904680,Undirected
119,240,904700,Undirected
123,253,904700,Undirected
123,253,904720,Undirected
132,164,904740,Undirected
751,778,904740,Undirected
123,253,904740,Undirected
119,240,904740,Undirected
132,164,904760,Undirected
751,778,904760,Undirected
123,253,904760,Undirected
132,164,904780,Undirected
123,253,904780,Undirected
119,240,904800,Undirected
123,253,904800,Undirected
123,253,904840,Undirected
119,132,904860,Undirected
123,253,904860,Undirected
119,132,904880,Undirected
132,164,904920,Undirected
123,253,904940,Undirected
123,253,904960,Undirected
255,778,904960,Undirected
123,253,904980,Undirected
123,253,905000,Undirected
123,253,905020,Undirected
123,253,905120,Undirected
123,253,905140,Undirected
123,253,905160,Undirected
123,253,905180,Undirected
123,253,905200,Undirected
123,253,905220,Undirected
132,164,905240,Undirected
123,253,905240,Undirected
123,253,905260,Undirected
123,253,905280,Undirected
123,253,905300,Undirected
123,253,905340,Undirected
123,253,905360,Undirected
123,253,905380,Undirected
123,253,905400,Undirected
184,751,905420,Undirected
123,253,905420,Undirected
123,253,905440,Undirected
132,164,905460,Undirected
184,751,905460,Undirected
123,253,905460,Undirected
184,751,905480,Undirected
194,987,905480,Undirected
123,253,905480,Undirected
184,751,905500,Undirected
123,253,905500,Undirected
184,751,905520,Undirected
123,253,905520,Undirected
184,751,905540,Undirected
123,253,905540,Undirected
123,253,905560,Undirected
123,253,905580,Undirected
123,253,905600,Undirected
123,253,905680,Undirected
123,253,905720,Undirected
123,253,905740,Undirected
123,253,905760,Undirected
184,751,905780,Undirected
123,253,905780,Undirected
184,751,905800,Undirected
123,253,905800,Undirected
123,253,905820,Undirected
123,253,905840,Undirected
123,253,905900,Undirected
123,253,905920,Undirected
153,271,905940,Undirected
123,253,905940,Undirected
123,253,906120,Undirected
123,253,906140,Undirected
123,253,906160,Undirected
778,826,906200,Undirected
123,253,906200,Undirected
778,826,906240,Undirected
778,826,906260,Undirected
123,253,906300,Undirected
778,826,906320,Undirected
123,253,906320,Undirected
778,826,906340,Undirected
240,804,906360,Undirected
778,826,906360,Undirected
123,253,906360,Undirected
240,804,906380,Undirected
778,826,906380,Undirected
240,804,906400,Undirected
778,826,906400,Undirected
123,253,906400,Undirected
240,804,906420,Undirected
123,253,906420,Undirected
240,804,906440,Undirected
743,778,906440,Undirected
123,253,906440,Undirected
743,778,906460,Undirected
123,253,906460,Undirected
123,253,906480,Undirected
240,804,906500,Undirected
123,253,906500,Undirected
240,804,906520,Undirected
123,253,906520,Undirected
240,804,906540,Undirected
123,253,906540,Undirected
240,804,906560,Undirected
240,804,906580,Undirected
240,804,906600,Undirected
240,804,906620,Undirected
240,804,906640,Undirected
240,804,906660,Undirected
240,804,906680,Undirected
240,804,906700,Undirected
123,253,906780,Undirected
123,253,906800,Undirected
123,253,906820,Undirected
123,253,906840,Undirected
240,804,906900,Undirected
240,804,906920,Undirected
39,205,906920,Undirected
123,253,906920,Undirected
240,804,906940,Undirected
123,253,906960,Undirected
63,164,906980,Undirected
153,271,906980,Undirected
123,253,906980,Undirected
240,804,906980,Undirected
240,804,907000,Undirected
123,253,907000,Undirected
56,804,907020,Undirected
123,253,907020,Undirected
123,253,907040,Undirected
123,253,907060,Undirected
123,253,907080,Undirected
123,253,907160,Undirected
123,253,907180,Undirected
164,987,907200,Undirected
123,253,907200,Undirected
123,253,907220,Undirected
164,987,907280,Undirected
123,253,907300,Undirected
164,987,907300,Undirected
499,533,907300,Undirected
164,987,907320,Undirected
164,987,907340,Undirected
63,154,907380,Undirected
172,875,907380,Undirected
29,194,907500,Undirected
39,181,907680,Undirected
39,194,907820,Undirected
154,181,907840,Undirected
122,154,907880,Undirected
50,134,907960,Undirected
134,875,907980,Undirected
50,134,907980,Undirected
134,875,908000,Undirected
50,875,908000,Undirected
50,134,908000,Undirected
134,875,908020,Undirected
50,875,908020,Undirected
39,194,908020,Undirected
39,181,908040,Undirected
134,875,908040,Undirected
181,194,908040,Undirected
50,875,908040,Undirected
39,194,908040,Undirected
134,875,908060,Undirected
50,875,908060,Undirected
134,875,908080,Undirected
50,875,908080,Undirected
134,875,908100,Undirected
134,875,908120,Undirected
134,875,908140,Undirected
50,875,908140,Undirected
134,875,908160,Undirected
134,875,908180,Undirected
134,875,908200,Undirected
134,765,908300,Undirected
50,134,908300,Undirected
134,765,908360,Undirected
134,311,908360,Undirected
311,765,908380,Undirected
50,285,908380,Undirected
50,134,908400,Undirected
134,311,908480,Undirected
120,265,908700,Undirected
122,153,909000,Undirected
122,153,909020,Undirected
255,743,909360,Undirected
153,271,909500,Undirected
134,431,909520,Undirected
134,285,909520,Undirected
50,134,909520,Undirected
134,285,909540,Undirected
134,285,909560,Undirected
134,285,909580,Undirected
50,134,909580,Undirected
150,448,909600,Undirected
134,285,909600,Undirected
285,431,909600,Undirected
50,134,909600,Undirected
134,285,909620,Undirected
50,134,909620,Undirected
285,431,909640,Undirected
134,285,909640,Undirected
50,134,909640,Undirected
134,285,909660,Undirected
134,285,909700,Undirected
50,134,909700,Undirected
134,285,909720,Undirected
50,134,909720,Undirected
134,285,909740,Undirected
50,134,909760,Undirected
50,134,909780,Undirected
134,285,909840,Undirected
50,134,909840,Undirected
134,285,909860,Undirected
134,285,909920,Undirected
285,431,909920,Undirected
285,431,909940,Undirected
123,223,910200,Undirected
285,431,910260,Undirected
48,209,910360,Undirected
255,826,910420,Undirected
48,209,910480,Undirected
205,819,910760,Undirected
205,819,910780,Undirected
132,779,910940,Undirected
56,132,911020,Undirected
779,987,911020,Undirected
164,311,911020,Undirected
164,172,911080,Undirected
164,172,911100,Undirected
164,172,911120,Undirected
164,172,911180,Undirected
123,253,911360,Undirected
743,784,911420,Undirected
743,784,911440,Undirected
743,784,911460,Undirected
743,784,911480,Undirected
39,194,911500,Undirected
63,481,911520,Undirected
39,194,911520,Undirected
39,87,911540,Undirected
743,784,911540,Undirected
39,87,911560,Undirected
39,194,911580,Undirected
39,194,911660,Undirected
39,194,911680,Undirected
39,743,911700,Undirected
39,194,911700,Undirected
39,743,911720,Undirected
39,194,911720,Undirected
63,481,911740,Undirected
123,253,911740,Undirected
39,194,911740,Undirected
39,194,911760,Undirected
123,765,911780,Undirected
123,743,911880,Undirected
123,253,911880,Undirected
123,253,911920,Undirected
123,253,911940,Undirected
123,253,911960,Undirected
123,743,911980,Undirected
63,709,911980,Undirected
123,253,912020,Undirected
39,194,912080,Undirected
39,194,912100,Undirected
39,194,912120,Undirected
39,194,912140,Undirected
123,164,912180,Undirected
39,194,912180,Undirected
123,164,912200,Undirected
39,194,912200,Undirected
123,164,912220,Undirected
39,194,912220,Undirected
123,164,912240,Undirected
164,253,912260,Undirected
164,253,912300,Undirected
164,253,912320,Undirected
164,253,912340,Undirected
123,164,912340,Undirected
164,253,912360,Undirected
123,164,912360,Undirected
164,253,912380,Undirected
123,164,912380,Undirected
164,253,912400,Undirected
123,164,912400,Undirected
164,253,912420,Undirected
123,164,912420,Undirected
123,253,912420,Undirected
123,164,912440,Undirected
123,253,912440,Undirected
164,253,912440,Undirected
63,481,912460,Undirected
123,164,912460,Undirected
